"Net generation for petroleum liquids"
"https://www.eia.gov/electricity/data/browser/#/topic/0?agg=1,0,2&fuel=4&geo=vvvvvvvvvvvvo&sec=o3g&linechart=ELEC.GEN.PEL-NY-99.M~ELEC.GEN.PEL-FL-99.M~ELEC.GEN.PEL-HI-99.M~ELEC.GEN.PEL-US-99.M&columnchart=ELEC.GEN.PEL-NY-99.M~ELEC.GEN.PEL-FL-99.M~ELEC.GEN.PEL-HI-99.M~ELEC.GEN.PEL-US-99.M&map=ELEC.GEN.PEL-US-99.M&freq=M&start=200101&end=202007&ctype=linechart&ltype=sourcekey&rtype=s&pin=&rse=0&maptype=0"
"Mon Sep 28 2020 02:12:35 GMT-0700 (Pacific Daylight Time)"
"Source: U.S. Energy Information Administration"
"description","units","source key","Jan 2001","Feb 2001","Mar 2001","Apr 2001","May 2001","Jun 2001","Jul 2001","Aug 2001","Sep 2001","Oct 2001","Nov 2001","Dec 2001","Jan 2002","Feb 2002","Mar 2002","Apr 2002","May 2002","Jun 2002","Jul 2002","Aug 2002","Sep 2002","Oct 2002","Nov 2002","Dec 2002","Jan 2003","Feb 2003","Mar 2003","Apr 2003","May 2003","Jun 2003","Jul 2003","Aug 2003","Sep 2003","Oct 2003","Nov 2003","Dec 2003","Jan 2004","Feb 2004","Mar 2004","Apr 2004","May 2004","Jun 2004","Jul 2004","Aug 2004","Sep 2004","Oct 2004","Nov 2004","Dec 2004","Jan 2005","Feb 2005","Mar 2005","Apr 2005","May 2005","Jun 2005","Jul 2005","Aug 2005","Sep 2005","Oct 2005","Nov 2005","Dec 2005","Jan 2006","Feb 2006","Mar 2006","Apr 2006","May 2006","Jun 2006","Jul 2006","Aug 2006","Sep 2006","Oct 2006","Nov 2006","Dec 2006","Jan 2007","Feb 2007","Mar 2007","Apr 2007","May 2007","Jun 2007","Jul 2007","Aug 2007","Sep 2007","Oct 2007","Nov 2007","Dec 2007","Jan 2008","Feb 2008","Mar 2008","Apr 2008","May 2008","Jun 2008","Jul 2008","Aug 2008","Sep 2008","Oct 2008","Nov 2008","Dec 2008","Jan 2009","Feb 2009","Mar 2009","Apr 2009","May 2009","Jun 2009","Jul 2009","Aug 2009","Sep 2009","Oct 2009","Nov 2009","Dec 2009","Jan 2010","Feb 2010","Mar 2010","Apr 2010","May 2010","Jun 2010","Jul 2010","Aug 2010","Sep 2010","Oct 2010","Nov 2010","Dec 2010","Jan 2011","Feb 2011","Mar 2011","Apr 2011","May 2011","Jun 2011","Jul 2011","Aug 2011","Sep 2011","Oct 2011","Nov 2011","Dec 2011","Jan 2012","Feb 2012","Mar 2012","Apr 2012","May 2012","Jun 2012","Jul 2012","Aug 2012","Sep 2012","Oct 2012","Nov 2012","Dec 2012","Jan 2013","Feb 2013","Mar 2013","Apr 2013","May 2013","Jun 2013","Jul 2013","Aug 2013","Sep 2013","Oct 2013","Nov 2013","Dec 2013","Jan 2014","Feb 2014","Mar 2014","Apr 2014","May 2014","Jun 2014","Jul 2014","Aug 2014","Sep 2014","Oct 2014","Nov 2014","Dec 2014","Jan 2015","Feb 2015","Mar 2015","Apr 2015","May 2015","Jun 2015","Jul 2015","Aug 2015","Sep 2015","Oct 2015","Nov 2015","Dec 2015","Jan 2016","Feb 2016","Mar 2016","Apr 2016","May 2016","Jun 2016","Jul 2016","Aug 2016","Sep 2016","Oct 2016","Nov 2016","Dec 2016","Jan 2017","Feb 2017","Mar 2017","Apr 2017","May 2017","Jun 2017","Jul 2017","Aug 2017","Sep 2017","Oct 2017","Nov 2017","Dec 2017","Jan 2018","Feb 2018","Mar 2018","Apr 2018","May 2018","Jun 2018","Jul 2018","Aug 2018","Sep 2018","Oct 2018","Nov 2018","Dec 2018","Jan 2019","Feb 2019","Mar 2019","Apr 2019","May 2019","Jun 2019","Jul 2019","Aug 2019","Sep 2019","Oct 2019","Nov 2019","Dec 2019","Jan 2020","Feb 2020","Mar 2020","Apr 2020","May 2020","Jun 2020","Jul 2020"
"Connecticut : all commercial","thousand megawatthours","ELEC.GEN.PEL-CT-96.M",0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,2,1,"NM","NM","NM","NM","NM","NM","NM","NM","NM",0,"NM","NM","NM","NM","NM","NM","NM"
"Connecticut : all industrial","thousand megawatthours","ELEC.GEN.PEL-CT-97.M",2,2,3,3,4,4,4,5,4,4,3,4,3,2,2,2,3,3,3,3,2,2,2,2,7,6,6,6,6,6,7,7,6,5,5,7,48,4,6,6,3,9,10,12,5,2,2,19,14,6,8,5,2,11,13,15,12,11,5,15,5,5,5,4,3,3,4,3,3,3,4,5,6,4,0,0,1,1,1,1,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Maine","thousand megawatthours","ELEC.GEN.PEL-ME-99.M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maine : all sectors","thousand megawatthours","ELEC.GEN.PEL-ME-99.M",445,285,151,107,134,110,111,298,133,135,111,82,55,68,78,86,84,77,161,151,102,88,93,188,353,323,186,156,83,98,123,78,69,135,60,255,456,175,68,51,86,50,55,89,41,42,56,143,275,89,89,89,63,62,109,133,135,118,105,354,52,69,48,40,48,40,45,69,46,40,44,54,124,210,99,47,66,24,21,30,22,27,28,120,99,57,49,41,34,48,32,17,22,26,34,74,208,52,43,19,11,7,10,30,14,22,7,13,11,24,8,6,14,16,47,41,15,15,41,35,48,26,16,13,6,8,22,9,5,15,3,6,25,9,4,6,4,12,16,5,2,6,16,5,59,58,3,17,6,5,23,8,1,3,3,52,171,20,85,2,3,3,1,12,1,2,3,1,118,357,24,1,2,1,13,6,13,7,2,4,19,57,2,1,2,6,4,9,1,2,1,5,13,2,1,1,1,2,8,1,10,2,7,85,156,2,1,1,2,1,10,9,1,3,2,2,4,2,3,2,1,1,7,2,2,3,2,2,4,2,1,2,1,5,1
"Maine : electric power",,"ELEC.GEN.PEL-ME-98.M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maine : electric utility","thousand megawatthours","ELEC.GEN.PEL-ME-1.M","--","--","--","--","--","--","--","--","--","--","--","--",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"--","--","--","--","--","--"
"Maine : independent power producers","thousand megawatthours","ELEC.GEN.PEL-ME-94.M",342,205,63,31,56,48,32,208,46,47,29,2,0,18,16,12,26,1,93,87,40,7,14,119,276,260,134,109,37,54,75,35,22,60,6,183,371,127,26,9,40,4,6,43,6,1,7,86,161,26,23,22,1,14,61,88,93,57,55,298,1,18,1,0,5,5,9,31,2,1,0,1,63,152,43,1,35,3,0,11,0,2,3,72,45,11,4,8,7,24,17,4,1,0,16,37,163,19,21,4,0,0,1,24,0,10,1,3,1,18,2,0,3,9,39,33,9,1,27,23,34,14,8,2,"NM",2,17,7,2,4,1,"NM",16,4,1,1,0,10,14,3,0,1,13,3,53,54,1,14,2,3,22,7,0,1,1,46,159,11,76,1,1,0,0,11,0,1,1,1,113,340,21,0,1,0,12,5,11,5,1,3,18,56,1,0,0,5,4,8,0,1,0,4,11,1,0,0,0,0,7,0,9,1,6,80,150,0,0,0,1,0,9,8,0,1,1,1,2,0,2,1,0,0,6,2,2,1,1,1,3,1,1,1,0,4,1
"Maine : all commercial","thousand megawatthours","ELEC.GEN.PEL-ME-96.M",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Maine : all industrial","thousand megawatthours","ELEC.GEN.PEL-ME-97.M",102,80,88,76,78,62,79,90,87,87,81,79,55,49,62,73,57,76,67,64,61,81,78,69,77,62,52,46,45,43,48,43,47,74,53,72,84,48,42,42,46,45,48,46,35,41,48,57,114,63,66,66,62,48,47,45,42,60,50,56,51,51,48,39,43,35,35,38,44,39,44,52,60,57,56,45,31,21,21,19,22,25,25,47,53,46,45,32,27,24,15,13,21,25,17,38,44,32,22,15,10,6,8,6,13,11,6,10,10,6,7,6,10,7,8,7,7,13,13,11,14,12,8,11,5,5,5,3,3,11,2,6,8,4,2,5,4,2,1,3,2,5,3,2,5,3,2,3,4,2,1,1,1,2,2,6,12,9,9,1,2,3,1,0,0,1,3,1,5,17,3,"NM",1,"NM",1,1,1,2,"NM",1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,5,6,1,1,1,1,1,1,1,0,1,1,1,"NM",1,"NM","NM","NM",1,"NM","NM","NM",2,1,"NM","NM","NM","NM",1,"NM","NM","NM"
"Massachusetts","thousand megawatthours","ELEC.GEN.PEL-MA-99.M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Massachusetts : all sectors","thousand megawatthours","ELEC.GEN.PEL-MA-99.M",1329,975,946,370,650,709,632,878,479,353,539,652,487,649,657,407,466,386,590,558,573,693,499,836,1047,1008,752,433,282,592,574,573,275,462,583,878,1497,911,891,343,437,437,623,499,363,261,516,756,990,501,608,301,151,383,511,649,636,789,417,1092,301,162,110,162,129,195,263,214,163,200,208,222,454,584,320,190,147,223,193,231,178,138,141,254,256,214,185,101,93,212,194,160,205,117,142,229,373,154,161,21,33,14,11,48,5,8,18,51,17,7,20,7,17,15,88,26,35,33,7,24,68,28,10,5,5,9,37,11,7,5,4,7,30,1,6,5,4,43,19,13,9,7,10,4,99,51,5,-0,4,12,48,0,18,6,17,132,624,134,175,4,6,3,16,11,4,5,7,15,88,592,23,2,7,4,14,8,26,2,4,6,16,39,-0,1,2,6,29,20,37,58,160,54,14,27,7,2,24,9,"NM",11,9,3,12,144,393,1,11,14,1,2,9,11,4,6,7,2,40,"NM",3,"NM","NM","NM",25,12,3,9,7,14,6,4,"NM","NM","NM","NM",11
"Massachusetts : electric power",,"ELEC.GEN.PEL-MA-98.M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Massachusetts : electric utility","thousand megawatthours","ELEC.GEN.PEL-MA-1.M",36,4,36,4,8,7,11,10,4,7,2,3,5,8,20,4,6,7,29,44,20,9,8,60,149,97,63,6,34,43,21,8,18,17,10,52,199,19,17,23,6,3,2,4,1,3,2,15,60,2,4,1,1,9,15,16,8,20,3,49,10,6,1,1,0,2,1,4,1,1,1,1,4,11,25,5,1,1,2,3,2,1,1,4,8,7,3,3,3,1,2,0,3,0,2,24,11,0,6,0,0,1,0,1,0,1,1,11,1,0,5,1,2,4,5,5,5,2,4,8,13,11,1,1,0,1,4,2,2,1,2,2,2,0,2,2,1,1,3,1,1,0,2,0,22,13,3,0,2,3,10,0,3,1,3,11,72,32,22,0,0,1,0,0,2,0,0,2,1,49,1,0,1,0,0,1,4,0,0,3,6,0,1,1,1,1,1,2,0,0,0,1,1,1,0,0,2,2,0,1,1,2,1,33,63,0,0,0,1,1,2,1,3,1,1,1,"NM","NM","NM","NM","NM","NM","NM","NM","NM","NM","NM","NM","NM","NM","NM","NM","NM","NM","NM"
"Massachusetts : independent power producers","thousand megawatthours","ELEC.GEN.PEL-MA-94.M",1258,941,889,349,626,684,601,848,458,326,508,620,445,607,600,387,438,360,533,488,529,654,461,744,864,881,665,410,227,525,524,537,233,411,541,790,1227,845,831,291,404,410,586,467,341,244,493,710,887,473,582,286,140,351,464,600,604,747,402,1013,274,138,91,147,115,182,246,198,153,189,195,205,425,552,278,173,142,219,189,225,173,136,138,245,240,199,178,94,87,205,187,156,197,114,135,198,346,146,150,14,25,9,8,43,2,4,15,35,12,3,12,4,8,7,75,18,27,27,2,11,51,13,7,3,3,7,31,7,2,1,0,3,26,-1,1,1,1,37,12,7,4,2,6,1,71,35,-1,-3,-1,7,36,-1,13,2,12,116,520,92,142,1,2,"NM",13,8,1,0,3,10,83,532,20,"NM",4,1,11,5,20,-1,3,-0,8,37,-1,-1,-1,5,27,17,36,55,155,51,9,26,6,1,20,6,"NM",10,7,1,11,105,325,0,8,13,0,1,7,9,1,5,3,-1,37,"NM","NM","NM","NM","NM",22,5,"NM",7,5,13,5,3,"NM","NM","NM","NM",9
"Massachusetts : all commercial","thousand megawatthours","ELEC.GEN.PEL-MA-96.M",12,11,12,11,11,11,12,12,10,11,9,10,15,14,18,12,13,15,21,20,18,14,14,15,16,11,11,2,14,17,20,20,17,16,16,21,41,28,24,23,17,15,20,16,12,8,9,15,23,18,11,7,7,9,15,12,8,7,5,9,6,8,9,7,7,5,8,5,3,3,4,5,6,4,4,2,2,1,1,1,1,1,1,3,5,4,3,3,3,3,3,2,3,2,4,5,14,7,5,6,4,1,2,4,3,3,3,5,4,3,3,3,6,4,7,3,4,4,1,4,4,4,2,2,2,1,2,2,3,3,1,2,2,2,2,2,2,5,4,5,4,4,2,3,5,3,2,3,3,2,2,1,1,3,3,3,"NM","NM","NM",4,"NM","NM",2,"NM","NM",4,4,4,4,11,3,3,2,2,2,2,3,3,2,3,2,2,0,2,2,0,1,1,1,3,4,1,4,0,1,1,0,0,0,0,1,1,1,6,5,0,2,0,0,0,1,1,0,0,3,0,"NM","NM","NM","NM","NM","NM",1,6,"NM","NM","NM","NM","NM","NM","NM","NM","NM","NM","NM"
"Massachusetts : all industrial","thousand megawatthours","ELEC.GEN.PEL-MA-97.M",23,19,9,7,5,8,8,8,7,9,20,19,22,20,19,4,9,5,5,5,5,17,15,18,18,19,13,15,8,6,9,9,7,18,16,15,30,20,20,7,10,10,14,11,8,6,12,17,19,8,11,6,3,14,17,21,16,15,7,20,11,10,9,7,7,6,8,7,7,6,8,11,18,17,13,11,1,2,2,2,2,1,1,2,2,3,2,1,1,2,2,2,2,1,1,2,2,1,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"New Hampshire","thousand megawatthours","ELEC.GEN.PEL-NH-99.M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New Hampshire : all sectors","thousand megawatthours","ELEC.GEN.PEL-NH-99.M",6,8,10,56,64,65,67,88,24,55,25,11,16,10,5,21,74,38,71,64,60,100,42,149,245,158,107,206,193,171,194,182,127,168,102,191,353,178,74,195,223,115,171,149,133,10,133,226,290,225,17,9,57,35,162,233,59,73,59,139,130,40,14,33,30,22,43,49,16,13,16,33,77,168,28,2,1,27,1,10,1,0,0,67,29,0,4,3,1,24,56,11,2,1,0,5,109,16,2,2,1,1,5,14,1,3,19,10,7,8,1,3,2,4,19,11,4,1,3,9,44,10,1,0,0,1,5,4,4,1,7,0,11,0,1,0,0,1,6,1,0,0,1,0,19,20,0,1,1,3,12,3,0,0,5,40,180,56,41,1,0,0,3,1,0,1,2,2,16,143,5,1,0,0,2,3,0,1,4,0,1,1,1,4,1,4,12,6,2,0,3,4,3,3,3,2,5,2,1,2,1,1,3,77,142,3,3,2,1,1,5,4,1,1,11,2,4,4,2,2,1,1,3,1,1,2,3,6,2,2,1,1,1,3,1
"New Hampshire : electric power",,"ELEC.GEN.PEL-NH-98.M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New Hampshire : electric utility","thousand megawatthours","ELEC.GEN.PEL-NH-1.M",0,4,6,50,59,61,63,84,21,52,22,7,12,6,1,17,71,35,69,63,59,98,28,135,241,154,103,192,179,167,190,177,123,165,98,186,259,157,68,186,213,108,163,141,126,7,126,215,219,221,11,2,54,28,151,221,51,65,55,109,106,24,0,15,13,6,21,28,1,1,1,15,77,137,14,2,1,24,1,9,1,0,0,36,20,0,3,3,1,21,49,10,2,1,0,4,93,14,2,1,1,1,5,6,1,3,16,8,5,5,1,2,1,3,14,8,3,0,2,7,32,7,1,0,0,1,4,3,3,1,5,0,10,0,1,0,0,0,6,1,0,0,1,0,16,17,0,1,1,2,11,2,0,0,2,10,71,4,25,1,0,0,3,1,0,0,1,1,3,89,4,1,0,0,2,3,0,1,2,0,1,1,1,2,0,2,7,3,1,0,0,2,1,2,1,1,5,2,0,2,1,1,1,10,80,1,1,1,1,1,5,3,1,0,7,0,"NM",2,1,1,0,1,2,"NM",0,1,1,0,0,1,"NM","NM",0,2,1
"New Hampshire : independent power producers","thousand megawatthours","ELEC.GEN.PEL-NH-94.M",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,0,0,0,0,0,0,0,83,14,1,1,1,1,1,1,1,0,1,2,57,0,0,3,0,0,0,0,0,0,0,18,16,8,7,13,12,11,16,16,10,8,9,10,0,13,12,0,0,0,0,0,0,0,0,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,99,49,13,0,0,0,0,0,0,0,1,0,11,41,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,64,58,0,0,0,0,0,0,0,0,0,2,0,"NM","NM","NM","NM","NM","NM","NM","NM","NM","NM",1,4,"NM","NM","NM","NM","NM","NM","NM"
"New Hampshire : all commercial","thousand megawatthours","ELEC.GEN.PEL-NH-96.M",4,3,3,4,3,3,2,2,2,2,2,2,1,1,1,2,2,2,1,1,1,1,9,9,3,3,3,2,3,3,3,4,3,2,3,3,4,3,2,3,4,2,3,3,3,1,3,4,5,2,2,1,1,2,3,4,3,3,1,4,3,3,3,2,2,2,2,2,2,2,2,3,0,16,1,0,0,3,0,1,0,0,0,7,4,0,1,1,0,3,7,1,0,0,0,1,15,2,0,0,0,0,1,2,0,1,3,1,2,2,0,1,0,1,5,3,1,0,1,3,11,3,0,0,0,0,1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,2,0,0,0,1,5,10,3,2,0,0,0,0,0,0,0,0,0,1,12,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,2,5,2,1,0,1,2,2,2,2,1,1,0,1,0,0,1,2,2,4,2,2,1,1,1,1,1,1,1,2,2,2,2,2,1,1,0,1,0,1,1,1,2,2,2,1,1,1,0,0
"New Hampshire : all industrial","thousand megawatthours","ELEC.GEN.PEL-NH-97.M",2,2,2,3,2,2,2,1,1,1,1,2,3,3,3,2,1,1,1,0,0,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,6,5,3,5,6,4,5,4,4,1,4,6,10,3,4,3,2,5,7,7,5,5,3,8,5,5,4,3,3,3,4,3,3,3,4,5,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rhode Island","thousand megawatthours","ELEC.GEN.PEL-RI-99.M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rhode Island : all sectors","thousand megawatthours","ELEC.GEN.PEL-RI-99.M",19,4,4,5,5,4,5,5,5,5,4,5,5,4,4,4,4,4,7,5,5,4,5,5,7,10,5,4,2,4,6,6,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,8,3,4,3,2,5,6,7,5,5,3,7,4,3,3,3,2,2,3,3,2,2,2,3,5,7,6,2,1,1,1,1,1,1,0,6,3,5,1,1,1,1,2,1,2,1,1,8,6,4,3,1,0,0,0,2,0,0,0,1,3,2,0,0,0,1,3,2,1,0,0,0,5,2,1,1,0,1,2,1,1,0,0,0,3,1,1,1,1,4,3,1,1,1,1,1,"NM",17,"NM","NM","NM","NM","NM","NM","NM",3,"NM","NM",50,13,19,"NM","NM","NM","NM","NM","NM","NM","NM","NM",12,90,"NM","NM","NM","NM","NM","NM","NM","NM",5,"NM",5,3,2,0,0,1,1,1,1,1,9,2,1,1,2,1,0,0,0,0,0,0,3,50,69,0,0,1,0,0,0,0,0,1,3,1,"NM","NM","NM","NM","NM","NM","NM","NM","NM","NM","NM","NM","NM","NM","NM","NM","NM","NM","NM"
"Rhode Island : electric power",,"ELEC.GEN.PEL-RI-98.M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
